Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division
6,Southport,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,11/04/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,21/04/2022 11:15,Red
1,Cooma,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,13/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,21/04/2022 19:29,Blue
24,Taree,5,Detractor,1. Strongly Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,1. Strongly Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,08/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities"",""Staff Retention & Turnover""","""Campus Directors & Educators"",""Environment & Facilities""",2022-04,2022,2022-Q2,Closed,30/04/2022 8:22,Purple
24,Bacchus Marsh,3,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,2. Disagree,3. Neither Agree nor Disagree,2. Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,11/04/2022 0:00,"""Environment & Facilities"",""Head Office Interactions"",""Threat of Leaving""",,2022-04,2022,2022-Q2,In Progress,16/04/2022 9:15,Purple
15,Merrimac,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,11/04/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,21/04/2022 9:42,Green
11,Banora Point,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,08/04/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,Pending,15/04/2022 20:49,Blue
12,Cairns,10,Promoter,,,,,,,,,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,12/04/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Pending,15/04/2022 20:48,Blue
8,Bli Bli,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,12/04/2022 0:00,"""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,26/04/2022 13:25,Blue
19,Somerville,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,13/04/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,07/05/2022 22:23,Grey
22,Bairnsdale,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,13/04/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",,2022-04,2022,2022-Q2,Closed,29/04/2022 11:21,Green
20,Nuriootpa,9,Promoter,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,11/04/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,19/04/2022 13:02,Purple
20,Sale,8,Neutral,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,11/04/2022 0:00,"""Cleanliness & Hygiene"",""Enrolment Process"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,19/04/2022 11:32,Purple
9,Beerwah,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,08/04/2022 0:00,"""Communication"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Closed,20/04/2022 14:34,Blue
3,Chinchilla,0,Detractor,1. Strongly Disagree,1. Strongly Disagree,3. Neither Agree nor Disagree,1. Strongly Disagree,2. Disagree,1. Strongly Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,13/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Head Office Interactions""",2022-04,2022,2022-Q2,Pending,15/04/2022 20:48,Red
18,Wangaratta,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/04/2022 0:00,11/04/2022 0:00,15/04/2022 0:00,13/04/2022 0:00,"""Environment & Facilities""",,2022-04,2022,2022-Q2,Pending,15/04/2022 20:48,Green
12,Drouin,7,Neutral,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,13/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,None,,Blue
17,Yass,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,13/04/2022 0:00,11/04/2022 0:00,06/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,In Progress,14/04/2022 7:47,Green
9,Geraldton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,12/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,04/04/2022 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,26/05/2022 11:13,Blue
15,Goondiwindi,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,12/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,04/04/2022 0:00,"""Enrolment Process""",,2022-04,2022,2022-Q2,Closed,19/04/2022 14:57,Green
3,Kingston,8,Neutral,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""App & Child Updates"",""Communication"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,14/04/2022 13:53,Red
8,Tumut,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,31/03/2022 0:00,25/03/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,14/04/2022 12:57,Blue
15,Gold Coast,8,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,11/04/2022 0:00,11/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,In Progress,14/04/2022 15:20,Green
2,Cannonvale,7,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,14/04/2022 14:05,Red
24,Pakenham,10,Promoter,,5. Strongly Agree,5. Strongly Agree,,5. Strongly Agree,,,,11/04/2022 0:00,11/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Communication"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Closed,16/04/2022 11:38,Purple
22,Nambucca Heads,7,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,22/04/2022 11:24,Green
5,Caloundra,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,21/04/2022 12:56,Red
15,Goondiwindi,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""","""Curriculum & Programs""",2022-04,2022,2022-Q2,Closed,19/04/2022 15:07,Green
12,Waterford,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Environment & Facilities""","""Environment & Facilities""",2022-04,2022,2022-Q2,Closed,14/04/2022 15:29,Blue
18,Wynyard,6,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""Curriculum & Programs"",""Food & Nutrition""",2022-04,2022,2022-Q2,Closed,25/04/2022 12:43,Green
3,Gracemere,9,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities"",""Food & Nutrition""",,2022-04,2022,2022-Q2,Closed,09/05/2022 10:21,Red
16,Perth,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/04/2022 0:00,11/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Communication""",,2022-04,2022,2022-Q2,In Progress,14/04/2022 15:36,Purple
5,Bunbury,9,Promoter,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,10/04/2022 0:00,04/04/2022 0:00,31/03/2022 0:00,25/03/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,14/04/2022 12:38,Red
8,Burnie,6,Detractor,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,10/04/2022 0:00,04/04/2022 0:00,31/03/2022 0:00,28/03/2022 0:00,"""App & Child Updates"",""Communication"",""Head Office Interactions""","""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Head Office Interactions""",2022-04,2022,2022-Q2,Closed,25/04/2022 9:52,Blue
19,Somerville,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,10/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,01/04/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,07/05/2022 22:02,Purple
1,Seymour,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,14/04/2022 14:49,Yellow
22,Grafton,8,Neutral,3. Neither Agree nor Disagree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,04/04/2022 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",2022-04,2022,2022-Q2,None,,Green
3,North Mackay,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,13/05/2022 13:26,Red
13,Northam,10,Promoter,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,25/04/2022 9:36,Green
2,Hamilton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,31/03/2022 0:00,25/03/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,19/04/2022 12:20,Red
5,Mount Cotton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,31/03/2022 0:00,28/03/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Threat of Leaving""",,2022-04,2022,2022-Q2,Pending,09/04/2022 20:46,Red
4,Alstonville,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,10/05/2022 12:54,Red
22,Grafton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,02/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Curriculum & Programs""",2022-04,2022,2022-Q2,Pending,09/04/2022 20:47,Green
21,Atherton,1,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,2. Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,2. Disagree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""App & Child Updates"",""Communication"",""Head Office Interactions""","""Communication"",""Curriculum & Programs""",2022-04,2022,2022-Q2,Closed,13/04/2022 16:33,Orange
7,Glen Innes,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,12/04/2022 13:04,Blue
24,Yamba,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Closed,20/04/2022 11:15,Purple
5,Biloela,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Closed,05/05/2022 14:06,Red
2,Kiama Downs,9,Promoter,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,19/04/2022 9:20,Red
19,Pottsville,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,01/04/2022 0:00,"""Campus Directors & Educators"",""Enrolment Process"",""Environment & Facilities""","""App & Child Updates"",""Food & Nutrition""",2022-04,2022,2022-Q2,Closed,07/05/2022 22:03,Grey
1,Bendigo,7,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,2. Disagree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Fees""",,2022-04,2022,2022-Q2,Closed,14/04/2022 14:53,Yellow
3,Rutherford,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,30/03/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,13/04/2022 7:39,Red
6,Lysterfield,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/04/2022 0:00,04/04/2022 0:00,06/04/2022 0:00,31/03/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Closed,12/05/2022 12:06,Red
5,Ayr,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,19/04/2022 9:58,Red
13,Alice Springs,10,Promoter,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,09/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Cleanliness & Hygiene""",,2022-04,2022,2022-Q2,Closed,14/04/2022 13:58,Green
20,Helensburgh,5,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,2. Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,09/04/2022 0:00,04/04/2022 0:00,31/03/2022 0:00,25/03/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,11/04/2022 12:33,Purple
11,Frankston,4,Detractor,2. Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,4. Agree,4. Agree,2. Disagree,08/04/2022 0:00,04/04/2022 0:00,25/03/2022 0:00,24/03/2022 0:00,"""Curriculum & Programs"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Pending,08/04/2022 20:47,Blue
23,Kyneton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Campus Directors & Educators"",""Fees""",,2022-04,2022,2022-Q2,Pending,08/04/2022 20:47,Green
20,Helensburgh,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,04/04/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities"",""Fees"",""Head Office Interactions""",,2022-04,2022,2022-Q2,Closed,14/04/2022 10:51,Purple
9,Lakes Entrance,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Curriculum & Programs""",,2022-04,2022,2022-Q2,Closed,19/04/2022 11:07,Blue
15,Whyalla,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,11/04/2022 14:58,Green
10,Margaret River,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",,2022-04,2022,2022-Q2,Pending,08/04/2022 20:48,Blue
2,Torquay,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,05/04/2022 0:00,"""Environment & Facilities""","""Curriculum & Programs"",""Room Transitions""",2022-04,2022,2022-Q2,None,,Red
20,Bathurst,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/04/2022 0:00,04/04/2022 0:00,08/04/2022 0:00,06/04/2022 0:00,"""Campus Directors & Educators""",,2022-04,2022,2022-Q2,Closed,19/04/2022 16:36,Purple
