,Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division,Response_Week
372,20,Helensburgh,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-04,"""Campus Directors & Educators"",""Environment & Facilities"",""Fees"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 10:51:00,Purple,2022-14
373,9,Lakes Entrance,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 11:07:00,Blue,2022-14
374,15,Whyalla,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-11 14:58:00,Green,2022-14
375,10,Margaret River,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-08 20:48:00,Blue,2022-14
376,2,Torquay,8,Neutral,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""Environment & Facilities""","""Curriculum & Programs"",""Room Transitions""",2022-04,2022,2022-Q2,None,,Red,2022-14
377,20,Bathurst,10,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 16:36:00,Purple,2022-14
378,2,Busselton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators"",""Communication""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-20 07:44:00,Red,2022-14
379,2,Kilmore,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-20 07:43:00,Red,2022-14
380,16,Andergrove,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""Campus Directors & Educators"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 13:10:00,Green,2022-14
381,22,Young,7,Neutral,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators"",""Fees""","""Campus Directors & Educators"",""Head Office Interactions""",2022-04,2022,2022-Q2,None,,Green,2022-14
382,10,Port Macquarie,9,Promoter,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Enrolment Process"",""Environment & Facilities"",""Food & Nutrition""","""Food & Nutrition""",2022-04,2022,2022-Q2,None,,Blue,2022-14
383,14,Bowral,9,Promoter,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,None,,Green,2022-14
384,11,Frankston,10,Promoter,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""","""App & Child Updates"",""Communication"",""Fees"",""Head Office Interactions""",2022-04,2022,2022-Q2,Pending,2022-04-08 20:47:00,Blue,2022-14
385,11,Nelson Bay,2,Detractor,2.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""Enrolment Process""","""Communication"",""Environment & Facilities"",""Fees"",""Food & Nutrition""",2022-04,2022,2022-Q2,Closed,2022-04-19 08:56:00,Blue,2022-14
386,23,Kyneton,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2022-04-08,2022-04-04,2022-04-08,2022-04-06,"""Communication"",""Environment & Facilities""","""Cleanliness & Hygiene"",""Curriculum & Programs""",2022-04,2022,2022-Q2,None,,Green,2022-14
387,22,Stawell,0,Detractor,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2022-04-08,2022-04-04,2022-04-08,2022-04-05,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Fees"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-08 20:48:00,Green,2022-14
388,10,Wallan,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-07,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Closed,2022-05-03 09:38:00,Green,2022-14
389,7,Wentworth Falls,10,Promoter,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2022-04-07,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-26 11:04:00,Blue,2022-14
390,21,Bomaderry,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-07,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-07 09:44:00,Orange,2022-14
391,3,Rutherford,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-07,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-13 07:39:00,Red,2022-14
392,21,Wollongong,0,Detractor,5.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""App & Child Updates""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-06 20:49:00,Orange,2022-14
393,3,Mittagong,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 15:33:00,Red,2022-14
394,22,Kurri Kurri,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators"",""Environment & Facilities""","""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",2022-04,2022,2022-Q2,None,,Green,2022-14
395,20,Helensburgh,0,Detractor,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""Cleanliness & Hygiene"",""Fees""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-11 12:38:00,Purple,2022-14
396,7,Sydney,6,Detractor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""App & Child Updates"",""Communication"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 17:29:00,Blue,2022-14
397,20,Port Lincoln,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Communication"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-11 12:47:00,Purple,2022-14
398,11,Yeppoon,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-06 20:49:00,Blue,2022-14
399,2,Goulburn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-20 07:57:00,Red,2022-14
400,25,Karratha,10,Promoter,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-12 07:18:00,Orange,2022-14
401,10,Murray Bridge,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 15:03:00,Blue,2022-14
402,1,Scone,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 14:54:00,Yellow,2022-14
403,7,Wentworth Falls,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-26 11:04:00,Blue,2022-14
404,22,Young,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-05-27 11:42:00,Green,2022-14
405,9,Tannum Sands,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-29 14:37:00,Blue,2022-14
406,18,Dromana,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities"",""Food & Nutrition"",""Threat Of Leaving""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-06 20:48:00,Green,2022-14
407,20,Sale,7,Neutral,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 11:35:00,Purple,2022-14
408,13,Rye,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Curriculum & Programs""","""Communication""",2022-04,2022,2022-Q2,Closed,2022-04-14 14:45:00,Green,2022-14
409,20,Swan Hill,10,Promoter,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-05-10 09:51:00,Blue,2022-14
410,3,Palmwoods,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 14:35:00,Red,2022-14
411,20,Orange,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 07:11:00,Purple,2022-14
412,5,Bargara,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Curriculum & Programs"",""Environment & Facilities"",""Room Transitions""","""App & Child Updates"",""Communication""",2022-04,2022,2022-Q2,None,,Red,2022-14
413,17,Leongatha,9,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-08 07:29:00,Green,2022-14
414,22,South Grafton,0,Detractor,1.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-05-04 14:16:00,Green,2022-14
415,8,Tumut,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 13:11:00,Blue,2022-14
416,7,Sydney,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-14 17:31:00,Blue,2022-14
417,17,Penrith,9,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,None,,Green,2022-14
418,6,Southport,10,Promoter,5.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Enrolment Process""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-11 14:54:00,Red,2022-14
419,12,Cairns,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-03-31,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Head Office Interactions""","""Communication""",2022-04,2022,2022-Q2,Pending,2022-04-06 20:48:00,Purple,2022-14
420,8,Gordonvale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-19 08:10:00,Blue,2022-14
421,24,Point Vernon,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Enrolment Process"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,None,,Green,2022-14
422,24,Pakenham,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-04-04,"""Curriculum & Programs""","""Environment & Facilities""",2022-04,2022,2022-Q2,Closed,2022-04-16 11:30:00,Purple,2022-14
423,23,Colac,9,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2022-04-06,2022-04-04,2022-04-06,2022-04-01,"""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Fees"",""Head Office Interactions"",""Threat Of Leaving""",2022-04,2022,2022-Q2,None,,Green,2022-14
424,6,Kununurra,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Campus Directors & Educators"",""Curriculum & Programs""","""Campus Directors & Educators"",""Curriculum & Programs""",2022-04,2022,2022-Q2,Closed,2022-05-13 09:45:00,Red,2022-14
425,23,Wagga Wagga,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-04-06,2022-04-04,2022-04-06,2022-03-30,"""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,In Progress,2022-05-26 14:01:00,Green,2022-14
426,18,Dromana,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-05,2022-04-04,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-05 20:47:00,Green,2022-14
427,2,Hamilton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-05,2022-04-04,2022-03-23,2022-03-21,"""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-06 08:27:00,Red,2022-14
428,1,Bendigo,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-04,2022-04-04,2022-03-25,2022-03-24,"""Campus Directors & Educators"",""Communication""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-15 10:02:00,Yellow,2022-14
429,11,Yeppoon,10,Promoter,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2022-04-04,2022-04-04,2022-03-25,2022-03-22,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-04 20:49:00,Blue,2022-14
430,24,Naracoorte,9,Promoter,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-04-04,2022-04-04,2022-03-25,2022-03-23,"""Communication"",""Curriculum & Programs""","""Communication""",2022-04,2022,2022-Q2,None,,Purple,2022-14
431,12,Corowa,10,Promoter,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2022-04-04,2022-04-04,2022-03-25,2022-03-23,"""App & Child Updates"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-04 20:49:00,Blue,2022-14
432,22,Kangaroo Flat,8,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2022-04-04,2022-04-04,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,None,,Green,2022-14
433,20,Strathalbyn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-04-04,2022-04-04,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-13 12:38:00,Purple,2022-14
434,17,Leongatha,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-04,2022-04-04,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-06 07:15:00,Green,2022-14
435,3,Gracemere,9,Promoter,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2022-04-04,2022-04-04,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Curriculum & Programs"",""Enrolment Process""","""Campus Directors & Educators""",2022-04,2022,2022-Q2,Closed,2022-04-29 11:22:00,Green,2022-14
436,18,Wynyard,8,Neutral,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2022-04-04,2022-04-04,2022-03-31,2022-03-25,"""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-25 12:43:00,Green,2022-14
437,17,Penrith,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-04,2022-04-04,2022-03-25,2022-03-23,"""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-04 20:49:00,Green,2022-14
438,24,Lara,7,Neutral,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2022-04-03,2022-03-28,2022-03-31,2022-03-25,"""Environment & Facilities""","""Curriculum & Programs"",""Enrolment Process"",""Food & Nutrition"",""Threat Of Leaving""",2022-04,2022,2022-Q2,Closed,2022-04-14 09:34:00,Purple,2022-13
439,4,Mareeba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-03,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-28 12:11:00,Red,2022-13
440,2,Gladstone,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-03,2022-03-28,2022-03-23,2022-03-18,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-04 08:37:00,Red,2022-13
441,23,Launceston,0,Detractor,2.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2022-04-02,2022-03-28,2022-03-23,2022-03-21,"""Campus Directors & Educators""",Nan,2022-04,2022,2022-Q2,In Progress,2022-04-21 13:22:00,Green,2022-13
442,1,Bendigo,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-23,2022-03-18,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-11 13:41:00,Blue,2022-13
443,5,Ararat,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-23,2022-03-21,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-02 20:47:00,Green,2022-13
444,5,Blaxland,10,Promoter,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-23,2022-03-18,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs""","""App & Child Updates"",""Communication"",""Environment & Facilities""",2022-04,2022,2022-Q2,Closed,2022-05-03 10:23:00,Red,2022-13
445,15,Woolgoolga,5,Detractor,5.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,2022-04-02,2022-03-28,2022-03-23,2022-03-21,"""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators""",2022-04,2022,2022-Q2,Closed,2022-04-13 09:43:00,Green,2022-13
446,9,Gisborne,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-04-02,2022-03-28,2022-03-23,2022-03-18,"""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-06 13:19:00,Blue,2022-13
447,2,Cobram,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-04 08:38:00,Red,2022-13
448,9,Narangba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-04-02,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-07 10:25:00,Blue,2022-13
449,22,Charters Towers,5,Detractor,5.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,2022-04-02,2022-03-28,2022-03-31,2022-03-24,"""Campus Directors & Educators"",""Environment & Facilities""","""Food & Nutrition""",2022-04,2022,2022-Q2,Pending,2022-04-02 20:47:00,Green,2022-13
450,17,Leongatha,8,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2022-04-02,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-06 07:25:00,Green,2022-13
451,23,Launceston,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-04-02,2022-03-28,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,In Progress,2022-04-21 13:21:00,Green,2022-13
452,9,Echuca,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2022-04-02,2022-03-28,2022-03-31,2022-03-28,"""App & Child Updates"",""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",2022-04,2022,2022-Q2,None,,Blue,2022-13
453,13,Queanbeyan,9,Promoter,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2022-04-02,2022-03-28,2022-03-31,2022-03-24,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-22 09:35:00,Blue,2022-13
454,2,Cannonvale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-31,2022-03-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Closed,2022-04-06 08:28:00,Red,2022-13
455,5,Biloela,8,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2022-04-02,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Environment & Facilities""","""Communication"",""Head Office Interactions""",2022-04,2022,2022-Q2,Closed,2022-05-05 14:12:00,Red,2022-13
456,8,Albury,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-04-02,2022-03-28,2022-03-31,2022-03-24,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Communication"",""Curriculum & Programs"",""Environment & Facilities""",2022-04,2022,2022-Q2,Pending,2022-04-02 20:48:00,Green,2022-13
457,4,Maffra,0,Detractor,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,2022-04-02,2022-03-28,2022-03-31,2022-03-25,"""Environment & Facilities""",Nan,2022-04,2022,2022-Q2,Pending,2022-04-02 20:48:00,Red,2022-13
458,4,Tahmoor,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2022-03-31,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Communication"",""Head Office Interactions""",Nan,2022-03,2022,2022-Q1,None,,Red,2022-13
459,14,Horsham,5,Detractor,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2022-03-31,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Communication""",2022-03,2022,2022-Q1,Closed,2022-05-31 14:23:00,Green,2022-13
460,17,Wauchope,0,Detractor,2.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,2022-03-31,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities""",Nan,2022-03,2022,2022-Q1,Closed,2022-04-21 14:42:00,Green,2022-13
461,12,Woodend,4,Detractor,2.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,2022-03-31,2022-03-28,2022-03-31,2022-03-25,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-03,2022,2022-Q1,Closed,2022-04-14 13:39:00,Blue,2022-13
